Worst of This Population1:, 29.56
Worst of This Population2:, 29.719999999999995
Worst of This Population3:, 32.18
Worst of This Population4:, 31.98
Worst of This Population5:, 33.02
Worst of This Population6:, 32.5
Worst of This Population7:, 33.22
Worst of This Population8:, 33.480000000000004
Worst of This Population9:, 32.08
Worst of This Population10:, 33.480000000000004
Worst of This Population11:, 33.480000000000004
Worst of This Population12:, 33.86
Worst of This Population13:, 33.919999999999995
Worst of This Population14:, 34.04
Worst of This Population15:, 34
Worst of This Population16:, 34.04
Worst of This Population17:, 33.68
Worst of This Population18:, 33.68
Worst of This Population19:, 33.68
Worst of This Population20:, 35.260000000000005
Worst of This Population21:, 34.559999999999995
Worst of This Population22:, 34.44
Worst of This Population23:, 35.82
Worst of This Population24:, 35.82
Worst of This Population25:, 35.82
Worst of This Population26:, 35.82
Worst of This Population27:, 35.980000000000004
Worst of This Population28:, 35.980000000000004
Worst of This Population29:, 35.980000000000004
Worst of This Population30:, 35.980000000000004
Worst of This Population31:, 35.980000000000004
Worst of This Population32:, 35.980000000000004
Worst of This Population33:, 36.800000000000004
Worst of This Population34:, 36.800000000000004
Worst of This Population35:, 36.800000000000004
Worst of This Population36:, 37.900000000000006
Worst of This Population37:, 37.900000000000006
Worst of This Population38:, 37.12
Worst of This Population39:, 37.12
Worst of This Population40:, 38.09999999999999
Worst of This Population41:, 38.09999999999999
Worst of This Population42:, 38.09999999999999
Worst of This Population43:, 38.16
Worst of This Population44:, 38.16
Worst of This Population45:, 38.99999999999999
Worst of This Population46:, 39.559999999999995
Worst of This Population47:, 39.6
Worst of This Population48:, 39.7
Worst of This Population49:, 39.620000000000005
Worst of This Population50:, 38.64
Worst of This Population51:, 38.96
Worst of This Population52:, 38.96
Worst of This Population53:, 38.29999999999999
Worst of This Population54:, 38.75999999999999
Worst of This Population55:, 40.05999999999999
Worst of This Population56:, 39.76
Worst of This Population57:, 39.31999999999999
Worst of This Population58:, 39.31999999999999
Worst of This Population59:, 39.16
Worst of This Population60:, 39.16
Worst of This Population61:, 39.16
Worst of This Population62:, 39.16
Worst of This Population63:, 40.599999999999994
Worst of This Population64:, 40.76
Worst of This Population65:, 40.36
Worst of This Population66:, 40.36
Worst of This Population67:, 40.76
Worst of This Population68:, 40.84
Worst of This Population69:, 40.84
Worst of This Population70:, 41.28
Worst of This Population71:, 40.959999999999994
Worst of This Population72:, 40.599999999999994
Worst of This Population73:, 40.599999999999994
Worst of This Population74:, 40.940000000000005
